# throw_id=9,class=forehand,name=,samples=1939,sample_rate_hz=416.0,dropped=0,peak_accel_g=23.6492,peak_gyro_dps=2478.01
time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
0.0000,-0.1044,-0.6407,-0.6525,-28.77,-5.11,28.98
0.0024,-0.1044,-0.6520,-0.6461,-30.17,-3.43,29.82
0.0048,-0.1147,-0.6622,-0.6432,-31.01,-2.31,30.73
0.0072,-0.1240,-0.6720,-0.6407,-31.78,-1.82,31.78
0.0096,-0.1259,-0.6837,-0.6393,-31.92,-1.47,32.97
0.0120,-0.1293,-0.6886,-0.6388,-31.99,-0.49,34.09
0.0144,-0.1420,-0.6915,-0.6427,-32.27,-0.21,35.07
0.0168,-0.1537,-0.6949,-0.6486,-32.34,-0.14,36.05
0.0192,-0.1654,-0.6959,-0.6520,-32.41,0.14,36.96
0.0216,-0.1796,-0.7003,-0.6554,-32.76,0.00,37.94
0.0240,-0.1923,-0.7066,-0.6612,-33.11,0.14,38.78
0.0264,-0.2040,-0.7110,-0.6769,-33.53,0.21,39.62
0.0288,-0.2152,-0.7091,-0.6978,-33.88,0.42,40.39
0.0313,-0.2274,-0.7052,-0.7081,-34.37,0.49,41.16
0.0337,-0.2342,-0.7066,-0.7013,-35.07,0.35,41.93
0.0361,-0.2372,-0.7139,-0.6754,-35.63,0.70,42.70
0.0385,-0.2406,-0.7188,-0.6476,-36.26,0.77,43.33
0.0409,-0.2406,-0.7154,-0.6422,-37.03,0.98,44.03
0.0433,-0.2416,-0.7105,-0.6544,-37.80,1.47,44.59
0.0457,-0.2440,-0.7076,-0.6725,-38.71,1.75,45.29
0.0481,-0.2503,-0.7037,-0.6842,-39.41,2.45,46.06
0.0505,-0.2547,-0.6998,-0.6793,-40.32,2.73,46.62
0.0529,-0.2533,-0.7008,-0.6617,-41.51,3.15,47.11
0.0553,-0.2499,-0.7076,-0.6461,-42.35,3.85,47.53
0.0577,-0.2425,-0.7110,-0.6378,-42.98,4.48,47.88
0.0601,-0.2333,-0.7091,-0.6422,-43.75,5.32,48.09
0.0625,-0.2274,-0.7081,-0.6559,-44.59,6.44,48.51
0.0649,-0.2220,-0.7130,-0.6705,-45.36,7.56,48.79
0.0673,-0.2152,-0.7193,-0.6769,-46.27,8.54,49.21
0.0697,-0.2035,-0.7203,-0.6686,-46.97,9.31,49.70
0.0721,-0.1864,-0.7218,-0.6588,-47.60,10.36,50.33
0.0745,-0.1830,-0.7261,-0.6573,-48.23,11.90,51.03
0.0769,-0.1845,-0.7330,-0.6734,-48.93,12.60,51.45
0.0793,-0.1820,-0.7418,-0.7017,-49.21,13.58,51.94
0.0817,-0.1810,-0.7486,-0.7266,-49.49,14.49,52.64
0.0841,-0.1762,-0.7603,-0.7388,-49.84,14.70,53.06
0.0865,-0.1762,-0.7740,-0.7403,-49.91,15.82,53.55
0.0889,-0.1835,-0.7881,-0.7398,-49.98,16.66,53.90
0.0913,-0.1889,-0.7940,-0.7452,-49.77,16.59,54.32
0.0938,-0.1801,-0.7930,-0.7569,-49.07,16.38,54.81
